"Recipient","Entity","Type","Status","File"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0031.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0032.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0033.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0034.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0035.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0036.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","AR3","doc_202603_PTIS_0037.xml.AR3"
"Indigo","INDIGO_EJ_027","PTIS","AR1","doc_202603_PTIS_0038.xml.AR1"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0039.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0040.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0041.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0042.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0043.xml.ALIRE"
"Indigo","INDIGO_EJ_027","PTIS","ALIRE","doc_202603_PTIS_0044.xml.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","AR1","doc_202603_FTIS_B2BD_0001.zip.AR1"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0002.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0003.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0004.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0005.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0006.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0007.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0008.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0009.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","AR3","doc_202603_FTIS_B2BD_0010.zip.AR3"
"Indigo","INDIGO_EJ_028","FTIS","AR1","doc_202603_FTIS_B2BD_0011.zip.AR1"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0012.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0013.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BI_0014.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BI_0015.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BI_0016.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2G_0017.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2G_0018.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2G_0019.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","AR3","doc_202603_FTIS_B2BD_0020.zip.AR3"
"Indigo","INDIGO_EJ_028","FTIS","AR1","doc_202603_FTIS_B2BD_0021.zip.AR1"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0022.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0023.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0024.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0025.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0026.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0027.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0028.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0029.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","AR3","doc_202603_FTIS_B2BD_0030.zip.AR3"
"Indigo","INDIGO_EJ_028","FTIS","AR1","doc_202603_FTIS_B2BD_0031.zip.AR1"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0032.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0033.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BI_0034.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BI_0035.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BI_0036.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2G_0037.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2G_0038.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2G_0039.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","AR3","doc_202603_FTIS_B2BD_0040.zip.AR3"
"Indigo","INDIGO_EJ_028","FTIS","AR1","doc_202603_FTIS_B2BD_0041.zip.AR1"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0042.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0043.zip.ALIRE"
"Indigo","INDIGO_EJ_028","FTIS","ALIRE","doc_202603_FTIS_B2BD_0044.zip.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0001.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0002.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0003.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0004.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0005.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0006.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","AR3","doc_202603_PTIS_0007.xml.AR3"
"Indigo","INDIGO_EJ_028","PTIS","AR1","doc_202603_PTIS_0008.xml.AR1"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0009.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0010.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0011.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0012.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0013.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0014.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0015.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0016.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","AR3","doc_202603_PTIS_0017.xml.AR3"
"Indigo","INDIGO_EJ_028","PTIS","AR1","doc_202603_PTIS_0018.xml.AR1"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0019.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0020.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0021.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0022.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0023.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0024.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0025.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0026.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","AR3","doc_202603_PTIS_0027.xml.AR3"
"Indigo","INDIGO_EJ_028","PTIS","AR1","doc_202603_PTIS_0028.xml.AR1"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0029.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0030.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0031.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0032.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0033.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0034.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0035.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0036.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","AR3","doc_202603_PTIS_0037.xml.AR3"
"Indigo","INDIGO_EJ_028","PTIS","AR1","doc_202603_PTIS_0038.xml.AR1"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0039.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0040.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0041.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0042.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0043.xml.ALIRE"
"Indigo","INDIGO_EJ_028","PTIS","ALIRE","doc_202603_PTIS_0044.xml.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","AR1","doc_202603_FTIS_B2BD_0001.zip.AR1"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0002.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0003.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0004.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0005.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0006.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0007.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0008.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0009.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","AR3","doc_202603_FTIS_B2BD_0010.zip.AR3"
"Indigo","INDIGO_EJ_029","FTIS","AR1","doc_202603_FTIS_B2BD_0011.zip.AR1"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0012.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0013.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BI_0014.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BI_0015.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BI_0016.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2G_0017.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2G_0018.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2G_0019.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","AR3","doc_202603_FTIS_B2BD_0020.zip.AR3"
"Indigo","INDIGO_EJ_029","FTIS","AR1","doc_202603_FTIS_B2BD_0021.zip.AR1"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0022.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0023.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0024.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0025.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0026.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0027.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0028.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0029.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","AR3","doc_202603_FTIS_B2BD_0030.zip.AR3"
"Indigo","INDIGO_EJ_029","FTIS","AR1","doc_202603_FTIS_B2BD_0031.zip.AR1"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0032.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0033.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BI_0034.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BI_0035.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BI_0036.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2G_0037.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2G_0038.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2G_0039.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","AR3","doc_202603_FTIS_B2BD_0040.zip.AR3"
"Indigo","INDIGO_EJ_029","FTIS","AR1","doc_202603_FTIS_B2BD_0041.zip.AR1"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0042.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0043.zip.ALIRE"
"Indigo","INDIGO_EJ_029","FTIS","ALIRE","doc_202603_FTIS_B2BD_0044.zip.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0001.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0002.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0003.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0004.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0005.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0006.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","AR3","doc_202603_PTIS_0007.xml.AR3"
"Indigo","INDIGO_EJ_029","PTIS","AR1","doc_202603_PTIS_0008.xml.AR1"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0009.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0010.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0011.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0012.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0013.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0014.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0015.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0016.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","AR3","doc_202603_PTIS_0017.xml.AR3"
"Indigo","INDIGO_EJ_029","PTIS","AR1","doc_202603_PTIS_0018.xml.AR1"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0019.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0020.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0021.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0022.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0023.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0024.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0025.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0026.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","AR3","doc_202603_PTIS_0027.xml.AR3"
"Indigo","INDIGO_EJ_029","PTIS","AR1","doc_202603_PTIS_0028.xml.AR1"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0029.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0030.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0031.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0032.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0033.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0034.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0035.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0036.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","AR3","doc_202603_PTIS_0037.xml.AR3"
"Indigo","INDIGO_EJ_029","PTIS","AR1","doc_202603_PTIS_0038.xml.AR1"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0039.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0040.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0041.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0042.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0043.xml.ALIRE"
"Indigo","INDIGO_EJ_029","PTIS","ALIRE","doc_202603_PTIS_0044.xml.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","AR1","doc_202603_FTIS_B2BD_0001.zip.AR1"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0002.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0003.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0004.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0005.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0006.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0007.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0008.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0009.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","AR3","doc_202603_FTIS_B2BD_0010.zip.AR3"
"Indigo","INDIGO_EJ_030","FTIS","AR1","doc_202603_FTIS_B2BD_0011.zip.AR1"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0012.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0013.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BI_0014.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BI_0015.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BI_0016.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2G_0017.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2G_0018.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2G_0019.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","AR3","doc_202603_FTIS_B2BD_0020.zip.AR3"
"Indigo","INDIGO_EJ_030","FTIS","AR1","doc_202603_FTIS_B2BD_0021.zip.AR1"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0022.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0023.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0024.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0025.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0026.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0027.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0028.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0029.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","AR3","doc_202603_FTIS_B2BD_0030.zip.AR3"
"Indigo","INDIGO_EJ_030","FTIS","AR1","doc_202603_FTIS_B2BD_0031.zip.AR1"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0032.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0033.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BI_0034.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BI_0035.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BI_0036.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2G_0037.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2G_0038.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2G_0039.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","AR3","doc_202603_FTIS_B2BD_0040.zip.AR3"
"Indigo","INDIGO_EJ_030","FTIS","AR1","doc_202603_FTIS_B2BD_0041.zip.AR1"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0042.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0043.zip.ALIRE"
"Indigo","INDIGO_EJ_030","FTIS","ALIRE","doc_202603_FTIS_B2BD_0044.zip.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0001.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0002.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0003.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0004.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0005.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0006.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","AR3","doc_202603_PTIS_0007.xml.AR3"
"Indigo","INDIGO_EJ_030","PTIS","AR1","doc_202603_PTIS_0008.xml.AR1"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0009.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0010.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0011.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0012.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0013.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0014.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0015.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0016.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","AR3","doc_202603_PTIS_0017.xml.AR3"
"Indigo","INDIGO_EJ_030","PTIS","AR1","doc_202603_PTIS_0018.xml.AR1"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0019.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0020.xml.ALIRE"
"Indigo","INDIGO_EJ_030","PTIS","ALIRE","doc_202603_PTIS_0021.xml.ALIRE"
